English,Braille
night love come slow think fast come come,⠝⠊⠛⠓⠞ ⠇⠕⠧⠑ ⠉⠕⠍⠑ ⠎⠇⠕⠺ ⠞⠓⠊⠝⠅ ⠋⠁⠎⠞ ⠉⠕⠍⠑ ⠉⠕⠍⠑
world touch slow happy yellow,⠺⠕⠗⠇⠙ ⠞⠕⠥⠉⠓ ⠎⠇⠕⠺ ⠓⠁⠏⠏⠽ ⠽⠑⠇⠇⠕⠺
red see come stand,⠗⠑⠙ ⠎⠑⠑ ⠉⠕⠍⠑ ⠎⠞⠁⠝⠙
blue red good fast run,⠃⠇⠥⠑ ⠗⠑⠙ ⠛⠕⠕⠙ ⠋⠁⠎⠞ ⠗⠥⠝
jump walk open morning feel how,⠚⠥⠍⠏ ⠺⠁⠇⠅ ⠕⠏⠑⠝ ⠍⠕⠗⠝⠊⠝⠛ ⠋⠑⠑⠇ ⠓⠕⠺
take morning moon how moon,⠞⠁⠅⠑ ⠍⠕⠗⠝⠊⠝⠛ ⠍⠕⠕⠝ ⠓⠕⠺ ⠍⠕⠕⠝
you blue wish send touch,⠽⠕⠥ ⠃⠇⠥⠑ ⠺⠊⠎⠓ ⠎⠑⠝⠙ ⠞⠕⠥⠉⠓
today send you wish,⠞⠕⠙⠁⠽ ⠎⠑⠝⠙ ⠽⠕⠥ ⠺⠊⠎⠓
go how give give,⠛⠕ ⠓⠕⠺ ⠛⠊⠧⠑ ⠛⠊⠧⠑
send wish bring laugh how dark,⠎⠑⠝⠙ ⠺⠊⠎⠓ ⠃⠗⠊⠝⠛ ⠇⠁⠥⠛⠓ ⠓⠕⠺ ⠙⠁⠗⠅
fast you close night stand think,⠋⠁⠎⠞ ⠽⠕⠥ ⠉⠇⠕⠎⠑ ⠝⠊⠛⠓⠞ ⠎⠞⠁⠝⠙ ⠞⠓⠊⠝⠅
world night bright read write are,⠺⠕⠗⠇⠙ ⠝⠊⠛⠓⠞ ⠃⠗⠊⠛⠓⠞ ⠗⠑⠁⠙ ⠺⠗⠊⠞⠑ ⠁⠗⠑
jump stay take hold see stay open jump,⠚⠥⠍⠏ ⠎⠞⠁⠽ ⠞⠁⠅⠑ ⠓⠕⠇⠙ ⠎⠑⠑ ⠎⠞⠁⠽ ⠕⠏⠑⠝ ⠚⠥⠍⠏
night red how slow dream take bring close,⠝⠊⠛⠓⠞ ⠗⠑⠙ ⠓⠕⠺ ⠎⠇⠕⠺ ⠙⠗⠑⠁⠍ ⠞⠁⠅⠑ ⠃⠗⠊⠝⠛ ⠉⠇⠕⠎⠑
touch wish open dream are how blue,⠞⠕⠥⠉⠓ ⠺⠊⠎⠓ ⠕⠏⠑⠝ ⠙⠗⠑⠁⠍ ⠁⠗⠑ ⠓⠕⠺ ⠃⠇⠥⠑
world are fast dream touch think,⠺⠕⠗⠇⠙ ⠁⠗⠑ ⠋⠁⠎⠞ ⠙⠗⠑⠁⠍ ⠞⠕⠥⠉⠓ ⠞⠓⠊⠝⠅
read come touch blue,⠗⠑⠁⠙ ⠉⠕⠍⠑ ⠞⠕⠥⠉⠓ ⠃⠇⠥⠑
blue hello touch wish,⠃⠇⠥⠑ ⠓⠑⠇⠇⠕ ⠞⠕⠥⠉⠓ ⠺⠊⠎⠓
sun white blue hold night give laugh,⠎⠥⠝ ⠺⠓⠊⠞⠑ ⠃⠇⠥⠑ ⠓⠕⠇⠙ ⠝⠊⠛⠓⠞ ⠛⠊⠧⠑ ⠇⠁⠥⠛⠓
hold moon hate moon love smile see,⠓⠕⠇⠙ ⠍⠕⠕⠝ ⠓⠁⠞⠑ ⠍⠕⠕⠝ ⠇⠕⠧⠑ ⠎⠍⠊⠇⠑ ⠎⠑⠑
slow moon sun sun fast slow,⠎⠇⠕⠺ ⠍⠕⠕⠝ ⠎⠥⠝ ⠎⠥⠝ ⠋⠁⠎⠞ ⠎⠇⠕⠺
close you yellow write yellow send,⠉⠇⠕⠎⠑ ⠽⠕⠥ ⠽⠑⠇⠇⠕⠺ ⠺⠗⠊⠞⠑ ⠽⠑⠇⠇⠕⠺ ⠎⠑⠝⠙
go dream send sad touch,⠛⠕ ⠙⠗⠑⠁⠍ ⠎⠑⠝⠙ ⠎⠁⠙ ⠞⠕⠥⠉⠓
stand how slow white read,⠎⠞⠁⠝⠙ ⠓⠕⠺ ⠎⠇⠕⠺ ⠺⠓⠊⠞⠑ ⠗⠑⠁⠙
dream stay run read night hello,⠙⠗⠑⠁⠍ ⠎⠞⠁⠽ ⠗⠥⠝ ⠗⠑⠁⠙ ⠝⠊⠛⠓⠞ ⠓⠑⠇⠇⠕
bright blue dream dark good white jump feel,⠃⠗⠊⠛⠓⠞ ⠃⠇⠥⠑ ⠙⠗⠑⠁⠍ ⠙⠁⠗⠅ ⠛⠕⠕⠙ ⠺⠓⠊⠞⠑ ⠚⠥⠍⠏ ⠋⠑⠑⠇
feel morning hate how,⠋⠑⠑⠇ ⠍⠕⠗⠝⠊⠝⠛ ⠓⠁⠞⠑ ⠓⠕⠺
hate feel black close,⠓⠁⠞⠑ ⠋⠑⠑⠇ ⠃⠇⠁⠉⠅ ⠉⠇⠕⠎⠑
night smile hate how go how slow,⠝⠊⠛⠓⠞ ⠎⠍⠊⠇⠑ ⠓⠁⠞⠑ ⠓⠕⠺ ⠛⠕ ⠓⠕⠺ ⠎⠇⠕⠺
bring hate walk sun dream touch think morning,⠃⠗⠊⠝⠛ ⠓⠁⠞⠑ ⠺⠁⠇⠅ ⠎⠥⠝ ⠙⠗⠑⠁⠍ ⠞⠕⠥⠉⠓ ⠞⠓⠊⠝⠅ ⠍⠕⠗⠝⠊⠝⠛
close write black take hold,⠉⠇⠕⠎⠑ ⠺⠗⠊⠞⠑ ⠃⠇⠁⠉⠅ ⠞⠁⠅⠑ ⠓⠕⠇⠙
think write hate walk,⠞⠓⠊⠝⠅ ⠺⠗⠊⠞⠑ ⠓⠁⠞⠑ ⠺⠁⠇⠅
feel blue you dark slow open yellow,⠋⠑⠑⠇ ⠃⠇⠥⠑ ⠽⠕⠥ ⠙⠁⠗⠅ ⠎⠇⠕⠺ ⠕⠏⠑⠝ ⠽⠑⠇⠇⠕⠺
red yellow hold write sad feel wish,⠗⠑⠙ ⠽⠑⠇⠇⠕⠺ ⠓⠕⠇⠙ ⠺⠗⠊⠞⠑ ⠎⠁⠙ ⠋⠑⠑⠇ ⠺⠊⠎⠓
bring green dream happy wish,⠃⠗⠊⠝⠛ ⠛⠗⠑⠑⠝ ⠙⠗⠑⠁⠍ ⠓⠁⠏⠏⠽ ⠺⠊⠎⠓
feel today today think fast hello jump slow,⠋⠑⠑⠇ ⠞⠕⠙⠁⠽ ⠞⠕⠙⠁⠽ ⠞⠓⠊⠝⠅ ⠋⠁⠎⠞ ⠓⠑⠇⠇⠕ ⠚⠥⠍⠏ ⠎⠇⠕⠺
green run wish run,⠛⠗⠑⠑⠝ ⠗⠥⠝ ⠺⠊⠎⠓ ⠗⠥⠝
good feel jump you laugh stand bring moon,⠛⠕⠕⠙ ⠋⠑⠑⠇ ⠚⠥⠍⠏ ⠽⠕⠥ ⠇⠁⠥⠛⠓ ⠎⠞⠁⠝⠙ ⠃⠗⠊⠝⠛ ⠍⠕⠕⠝
morning sun come today give slow,⠍⠕⠗⠝⠊⠝⠛ ⠎⠥⠝ ⠉⠕⠍⠑ ⠞⠕⠙⠁⠽ ⠛⠊⠧⠑ ⠎⠇⠕⠺
black bright yellow love,⠃⠇⠁⠉⠅ ⠃⠗⠊⠛⠓⠞ ⠽⠑⠇⠇⠕⠺ ⠇⠕⠧⠑
hold night happy blue green bright,⠓⠕⠇⠙ ⠝⠊⠛⠓⠞ ⠓⠁⠏⠏⠽ ⠃⠇⠥⠑ ⠛⠗⠑⠑⠝ ⠃⠗⠊⠛⠓⠞
wish feel stay bring white,⠺⠊⠎⠓ ⠋⠑⠑⠇ ⠎⠞⠁⠽ ⠃⠗⠊⠝⠛ ⠺⠓⠊⠞⠑
you write open write,⠽⠕⠥ ⠺⠗⠊⠞⠑ ⠕⠏⠑⠝ ⠺⠗⠊⠞⠑
sad yellow sad dark dark,⠎⠁⠙ ⠽⠑⠇⠇⠕⠺ ⠎⠁⠙ ⠙⠁⠗⠅ ⠙⠁⠗⠅
sun night come dream,⠎⠥⠝ ⠝⠊⠛⠓⠞ ⠉⠕⠍⠑ ⠙⠗⠑⠁⠍
happy sad fast see stay,⠓⠁⠏⠏⠽ ⠎⠁⠙ ⠋⠁⠎⠞ ⠎⠑⠑ ⠎⠞⠁⠽
jump sun hate stay,⠚⠥⠍⠏ ⠎⠥⠝ ⠓⠁⠞⠑ ⠎⠞⠁⠽
green fast wish are touch,⠛⠗⠑⠑⠝ ⠋⠁⠎⠞ ⠺⠊⠎⠓ ⠁⠗⠑ ⠞⠕⠥⠉⠓
send you close stay give yellow moon,⠎⠑⠝⠙ ⠽⠕⠥ ⠉⠇⠕⠎⠑ ⠎⠞⠁⠽ ⠛⠊⠧⠑ ⠽⠑⠇⠇⠕⠺ ⠍⠕⠕⠝
take you smile walk today laugh feel,⠞⠁⠅⠑ ⠽⠕⠥ ⠎⠍⠊⠇⠑ ⠺⠁⠇⠅ ⠞⠕⠙⠁⠽ ⠇⠁⠥⠛⠓ ⠋⠑⠑⠇
wish white yellow stay touch,⠺⠊⠎⠓ ⠺⠓⠊⠞⠑ ⠽⠑⠇⠇⠕⠺ ⠎⠞⠁⠽ ⠞⠕⠥⠉⠓
laugh run jump morning black you,⠇⠁⠥⠛⠓ ⠗⠥⠝ ⠚⠥⠍⠏ ⠍⠕⠗⠝⠊⠝⠛ ⠃⠇⠁⠉⠅ ⠽⠕⠥
good think today green sun stand yellow hello,⠛⠕⠕⠙ ⠞⠓⠊⠝⠅ ⠞⠕⠙⠁⠽ ⠛⠗⠑⠑⠝ ⠎⠥⠝ ⠎⠞⠁⠝⠙ ⠽⠑⠇⠇⠕⠺ ⠓⠑⠇⠇⠕
take smile think you yellow hello,⠞⠁⠅⠑ ⠎⠍⠊⠇⠑ ⠞⠓⠊⠝⠅ ⠽⠕⠥ ⠽⠑⠇⠇⠕⠺ ⠓⠑⠇⠇⠕
hold hello yellow stand take take,⠓⠕⠇⠙ ⠓⠑⠇⠇⠕ ⠽⠑⠇⠇⠕⠺ ⠎⠞⠁⠝⠙ ⠞⠁⠅⠑ ⠞⠁⠅⠑
love world hate are red how today come,⠇⠕⠧⠑ ⠺⠕⠗⠇⠙ ⠓⠁⠞⠑ ⠁⠗⠑ ⠗⠑⠙ ⠓⠕⠺ ⠞⠕⠙⠁⠽ ⠉⠕⠍⠑
laugh good today stand stand hello red,⠇⠁⠥⠛⠓ ⠛⠕⠕⠙ ⠞⠕⠙⠁⠽ ⠎⠞⠁⠝⠙ ⠎⠞⠁⠝⠙ ⠓⠑⠇⠇⠕ ⠗⠑⠙
feel sun read sun,⠋⠑⠑⠇ ⠎⠥⠝ ⠗⠑⠁⠙ ⠎⠥⠝
wish dark dark night night,⠺⠊⠎⠓ ⠙⠁⠗⠅ ⠙⠁⠗⠅ ⠝⠊⠛⠓⠞ ⠝⠊⠛⠓⠞
send slow moon go go laugh good walk,⠎⠑⠝⠙ ⠎⠇⠕⠺ ⠍⠕⠕⠝ ⠛⠕ ⠛⠕ ⠇⠁⠥⠛⠓ ⠛⠕⠕⠙ ⠺⠁⠇⠅
you fast go feel send black feel,⠽⠕⠥ ⠋⠁⠎⠞ ⠛⠕ ⠋⠑⠑⠇ ⠎⠑⠝⠙ ⠃⠇⠁⠉⠅ ⠋⠑⠑⠇
love sad come come,⠇⠕⠧⠑ ⠎⠁⠙ ⠉⠕⠍⠑ ⠉⠕⠍⠑
hate run write how stay black fast,⠓⠁⠞⠑ ⠗⠥⠝ ⠺⠗⠊⠞⠑ ⠓⠕⠺ ⠎⠞⠁⠽ ⠃⠇⠁⠉⠅ ⠋⠁⠎⠞
are morning laugh moon fast,⠁⠗⠑ ⠍⠕⠗⠝⠊⠝⠛ ⠇⠁⠥⠛⠓ ⠍⠕⠕⠝ ⠋⠁⠎⠞
stay go today world today wish moon stay,⠎⠞⠁⠽ ⠛⠕ ⠞⠕⠙⠁⠽ ⠺⠕⠗⠇⠙ ⠞⠕⠙⠁⠽ ⠺⠊⠎⠓ ⠍⠕⠕⠝ ⠎⠞⠁⠽
think take world take blue good go,⠞⠓⠊⠝⠅ ⠞⠁⠅⠑ ⠺⠕⠗⠇⠙ ⠞⠁⠅⠑ ⠃⠇⠥⠑ ⠛⠕⠕⠙ ⠛⠕
sad green feel see feel come stand walk,⠎⠁⠙ ⠛⠗⠑⠑⠝ ⠋⠑⠑⠇ ⠎⠑⠑ ⠋⠑⠑⠇ ⠉⠕⠍⠑ ⠎⠞⠁⠝⠙ ⠺⠁⠇⠅
night green come give touch see are come,⠝⠊⠛⠓⠞ ⠛⠗⠑⠑⠝ ⠉⠕⠍⠑ ⠛⠊⠧⠑ ⠞⠕⠥⠉⠓ ⠎⠑⠑ ⠁⠗⠑ ⠉⠕⠍⠑
sad feel feel dream smile yellow are close,⠎⠁⠙ ⠋⠑⠑⠇ ⠋⠑⠑⠇ ⠙⠗⠑⠁⠍ ⠎⠍⠊⠇⠑ ⠽⠑⠇⠇⠕⠺ ⠁⠗⠑ ⠉⠇⠕⠎⠑
see moon yellow send jump run,⠎⠑⠑ ⠍⠕⠕⠝ ⠽⠑⠇⠇⠕⠺ ⠎⠑⠝⠙ ⠚⠥⠍⠏ ⠗⠥⠝
take write fast sad happy hold laugh,⠞⠁⠅⠑ ⠺⠗⠊⠞⠑ ⠋⠁⠎⠞ ⠎⠁⠙ ⠓⠁⠏⠏⠽ ⠓⠕⠇⠙ ⠇⠁⠥⠛⠓
see read take happy stay write,⠎⠑⠑ ⠗⠑⠁⠙ ⠞⠁⠅⠑ ⠓⠁⠏⠏⠽ ⠎⠞⠁⠽ ⠺⠗⠊⠞⠑
stand come blue hate come how today,⠎⠞⠁⠝⠙ ⠉⠕⠍⠑ ⠃⠇⠥⠑ ⠓⠁⠞⠑ ⠉⠕⠍⠑ ⠓⠕⠺ ⠞⠕⠙⠁⠽
bring come smile yellow,⠃⠗⠊⠝⠛ ⠉⠕⠍⠑ ⠎⠍⠊⠇⠑ ⠽⠑⠇⠇⠕⠺
touch give stay see open touch,⠞⠕⠥⠉⠓ ⠛⠊⠧⠑ ⠎⠞⠁⠽ ⠎⠑⠑ ⠕⠏⠑⠝ ⠞⠕⠥⠉⠓
hate stand how sad smile wish morning,⠓⠁⠞⠑ ⠎⠞⠁⠝⠙ ⠓⠕⠺ ⠎⠁⠙ ⠎⠍⠊⠇⠑ ⠺⠊⠎⠓ ⠍⠕⠗⠝⠊⠝⠛
white stay are sun how laugh hate,⠺⠓⠊⠞⠑ ⠎⠞⠁⠽ ⠁⠗⠑ ⠎⠥⠝ ⠓⠕⠺ ⠇⠁⠥⠛⠓ ⠓⠁⠞⠑
slow write red morning bright bright stand feel,⠎⠇⠕⠺ ⠺⠗⠊⠞⠑ ⠗⠑⠙ ⠍⠕⠗⠝⠊⠝⠛ ⠃⠗⠊⠛⠓⠞ ⠃⠗⠊⠛⠓⠞ ⠎⠞⠁⠝⠙ ⠋⠑⠑⠇
sad green love black,⠎⠁⠙ ⠛⠗⠑⠑⠝ ⠇⠕⠧⠑ ⠃⠇⠁⠉⠅
jump how write how send stay today,⠚⠥⠍⠏ ⠓⠕⠺ ⠺⠗⠊⠞⠑ ⠓⠕⠺ ⠎⠑⠝⠙ ⠎⠞⠁⠽ ⠞⠕⠙⠁⠽
close love how wish,⠉⠇⠕⠎⠑ ⠇⠕⠧⠑ ⠓⠕⠺ ⠺⠊⠎⠓
write send bring how take stay walk world,⠺⠗⠊⠞⠑ ⠎⠑⠝⠙ ⠃⠗⠊⠝⠛ ⠓⠕⠺ ⠞⠁⠅⠑ ⠎⠞⠁⠽ ⠺⠁⠇⠅ ⠺⠕⠗⠇⠙
stand take dark today fast bring,⠎⠞⠁⠝⠙ ⠞⠁⠅⠑ ⠙⠁⠗⠅ ⠞⠕⠙⠁⠽ ⠋⠁⠎⠞ ⠃⠗⠊⠝⠛
send sun hold slow touch,⠎⠑⠝⠙ ⠎⠥⠝ ⠓⠕⠇⠙ ⠎⠇⠕⠺ ⠞⠕⠥⠉⠓
blue send come blue,⠃⠇⠥⠑ ⠎⠑⠝⠙ ⠉⠕⠍⠑ ⠃⠇⠥⠑
sad run black read,⠎⠁⠙ ⠗⠥⠝ ⠃⠇⠁⠉⠅ ⠗⠑⠁⠙
wish write take black,⠺⠊⠎⠓ ⠺⠗⠊⠞⠑ ⠞⠁⠅⠑ ⠃⠇⠁⠉⠅
how sun run hate,⠓⠕⠺ ⠎⠥⠝ ⠗⠥⠝ ⠓⠁⠞⠑
jump stand dream close,⠚⠥⠍⠏ ⠎⠞⠁⠝⠙ ⠙⠗⠑⠁⠍ ⠉⠇⠕⠎⠑
sad you red yellow yellow touch blue,⠎⠁⠙ ⠽⠕⠥ ⠗⠑⠙ ⠽⠑⠇⠇⠕⠺ ⠽⠑⠇⠇⠕⠺ ⠞⠕⠥⠉⠓ ⠃⠇⠥⠑
how read touch how how green,⠓⠕⠺ ⠗⠑⠁⠙ ⠞⠕⠥⠉⠓ ⠓⠕⠺ ⠓⠕⠺ ⠛⠗⠑⠑⠝
red moon take think dream dream are stay,⠗⠑⠙ ⠍⠕⠕⠝ ⠞⠁⠅⠑ ⠞⠓⠊⠝⠅ ⠙⠗⠑⠁⠍ ⠙⠗⠑⠁⠍ ⠁⠗⠑ ⠎⠞⠁⠽
jump world white white sad open walk bring,⠚⠥⠍⠏ ⠺⠕⠗⠇⠙ ⠺⠓⠊⠞⠑ ⠺⠓⠊⠞⠑ ⠎⠁⠙ ⠕⠏⠑⠝ ⠺⠁⠇⠅ ⠃⠗⠊⠝⠛
good stand slow read,⠛⠕⠕⠙ ⠎⠞⠁⠝⠙ ⠎⠇⠕⠺ ⠗⠑⠁⠙
wish sun think send,⠺⠊⠎⠓ ⠎⠥⠝ ⠞⠓⠊⠝⠅ ⠎⠑⠝⠙
close dark jump walk slow dark feel sun,⠉⠇⠕⠎⠑ ⠙⠁⠗⠅ ⠚⠥⠍⠏ ⠺⠁⠇⠅ ⠎⠇⠕⠺ ⠙⠁⠗⠅ ⠋⠑⠑⠇ ⠎⠥⠝
fast black hello close,⠋⠁⠎⠞ ⠃⠇⠁⠉⠅ ⠓⠑⠇⠇⠕ ⠉⠇⠕⠎⠑
bring good blue read laugh,⠃⠗⠊⠝⠛ ⠛⠕⠕⠙ ⠃⠇⠥⠑ ⠗⠑⠁⠙ ⠇⠁⠥⠛⠓
jump slow happy white come today hello,⠚⠥⠍⠏ ⠎⠇⠕⠺ ⠓⠁⠏⠏⠽ ⠺⠓⠊⠞⠑ ⠉⠕⠍⠑ ⠞⠕⠙⠁⠽ ⠓⠑⠇⠇⠕
are read are close blue blue wish,⠁⠗⠑ ⠗⠑⠁⠙ ⠁⠗⠑ ⠉⠇⠕⠎⠑ ⠃⠇⠥⠑ ⠃⠇⠥⠑ ⠺⠊⠎⠓
stand stand send read love,⠎⠞⠁⠝⠙ ⠎⠞⠁⠝⠙ ⠎⠑⠝⠙ ⠗⠑⠁⠙ ⠇⠕⠧⠑
go red you morning you dark wish close,⠛⠕ ⠗⠑⠙ ⠽⠕⠥ ⠍⠕⠗⠝⠊⠝⠛ ⠽⠕⠥ ⠙⠁⠗⠅ ⠺⠊⠎⠓ ⠉⠇⠕⠎⠑
yellow see green slow bright,⠽⠑⠇⠇⠕⠺ ⠎⠑⠑ ⠛⠗⠑⠑⠝ ⠎⠇⠕⠺ ⠃⠗⠊⠛⠓⠞
smile close today hello,⠎⠍⠊⠇⠑ ⠉⠇⠕⠎⠑ ⠞⠕⠙⠁⠽ ⠓⠑⠇⠇⠕
stand green laugh write stay see you,⠎⠞⠁⠝⠙ ⠛⠗⠑⠑⠝ ⠇⠁⠥⠛⠓ ⠺⠗⠊⠞⠑ ⠎⠞⠁⠽ ⠎⠑⠑ ⠽⠕⠥
bright touch morning you hold wish how give,⠃⠗⠊⠛⠓⠞ ⠞⠕⠥⠉⠓ ⠍⠕⠗⠝⠊⠝⠛ ⠽⠕⠥ ⠓⠕⠇⠙ ⠺⠊⠎⠓ ⠓⠕⠺ ⠛⠊⠧⠑
yellow slow black dream give world,⠽⠑⠇⠇⠕⠺ ⠎⠇⠕⠺ ⠃⠇⠁⠉⠅ ⠙⠗⠑⠁⠍ ⠛⠊⠧⠑ ⠺⠕⠗⠇⠙
yellow laugh dream today world bright send think,⠽⠑⠇⠇⠕⠺ ⠇⠁⠥⠛⠓ ⠙⠗⠑⠁⠍ ⠞⠕⠙⠁⠽ ⠺⠕⠗⠇⠙ ⠃⠗⠊⠛⠓⠞ ⠎⠑⠝⠙ ⠞⠓⠊⠝⠅
morning you world run,⠍⠕⠗⠝⠊⠝⠛ ⠽⠕⠥ ⠺⠕⠗⠇⠙ ⠗⠥⠝
close run happy smile feel come,⠉⠇⠕⠎⠑ ⠗⠥⠝ ⠓⠁⠏⠏⠽ ⠎⠍⠊⠇⠑ ⠋⠑⠑⠇ ⠉⠕⠍⠑
yellow dream moon hello bright see close fast,⠽⠑⠇⠇⠕⠺ ⠙⠗⠑⠁⠍ ⠍⠕⠕⠝ ⠓⠑⠇⠇⠕ ⠃⠗⠊⠛⠓⠞ ⠎⠑⠑ ⠉⠇⠕⠎⠑ ⠋⠁⠎⠞
world jump wish walk black white fast you,⠺⠕⠗⠇⠙ ⠚⠥⠍⠏ ⠺⠊⠎⠓ ⠺⠁⠇⠅ ⠃⠇⠁⠉⠅ ⠺⠓⠊⠞⠑ ⠋⠁⠎⠞ ⠽⠕⠥
jump hold think red stand bright,⠚⠥⠍⠏ ⠓⠕⠇⠙ ⠞⠓⠊⠝⠅ ⠗⠑⠙ ⠎⠞⠁⠝⠙ ⠃⠗⠊⠛⠓⠞
dream bring walk red,⠙⠗⠑⠁⠍ ⠃⠗⠊⠝⠛ ⠺⠁⠇⠅ ⠗⠑⠙
sun morning today give read white take red,⠎⠥⠝ ⠍⠕⠗⠝⠊⠝⠛ ⠞⠕⠙⠁⠽ ⠛⠊⠧⠑ ⠗⠑⠁⠙ ⠺⠓⠊⠞⠑ ⠞⠁⠅⠑ ⠗⠑⠙
open you happy how walk world come,⠕⠏⠑⠝ ⠽⠕⠥ ⠓⠁⠏⠏⠽ ⠓⠕⠺ ⠺⠁⠇⠅ ⠺⠕⠗⠇⠙ ⠉⠕⠍⠑
white sad moon wish,⠺⠓⠊⠞⠑ ⠎⠁⠙ ⠍⠕⠕⠝ ⠺⠊⠎⠓
dark slow sad feel send close give touch,⠙⠁⠗⠅ ⠎⠇⠕⠺ ⠎⠁⠙ ⠋⠑⠑⠇ ⠎⠑⠝⠙ ⠉⠇⠕⠎⠑ ⠛⠊⠧⠑ ⠞⠕⠥⠉⠓
night send sun see come open sun,⠝⠊⠛⠓⠞ ⠎⠑⠝⠙ ⠎⠥⠝ ⠎⠑⠑ ⠉⠕⠍⠑ ⠕⠏⠑⠝ ⠎⠥⠝
stay write open smile sad slow take,⠎⠞⠁⠽ ⠺⠗⠊⠞⠑ ⠕⠏⠑⠝ ⠎⠍⠊⠇⠑ ⠎⠁⠙ ⠎⠇⠕⠺ ⠞⠁⠅⠑
are green jump how walk dark run moon,⠁⠗⠑ ⠛⠗⠑⠑⠝ ⠚⠥⠍⠏ ⠓⠕⠺ ⠺⠁⠇⠅ ⠙⠁⠗⠅ ⠗⠥⠝ ⠍⠕⠕⠝
stand close wish you,⠎⠞⠁⠝⠙ ⠉⠇⠕⠎⠑ ⠺⠊⠎⠓ ⠽⠕⠥
hate run hello hate,⠓⠁⠞⠑ ⠗⠥⠝ ⠓⠑⠇⠇⠕ ⠓⠁⠞⠑
today morning yellow black,⠞⠕⠙⠁⠽ ⠍⠕⠗⠝⠊⠝⠛ ⠽⠑⠇⠇⠕⠺ ⠃⠇⠁⠉⠅
morning feel jump hello take world sun,⠍⠕⠗⠝⠊⠝⠛ ⠋⠑⠑⠇ ⠚⠥⠍⠏ ⠓⠑⠇⠇⠕ ⠞⠁⠅⠑ ⠺⠕⠗⠇⠙ ⠎⠥⠝
night close touch sad give,⠝⠊⠛⠓⠞ ⠉⠇⠕⠎⠑ ⠞⠕⠥⠉⠓ ⠎⠁⠙ ⠛⠊⠧⠑
come you think green moon,⠉⠕⠍⠑ ⠽⠕⠥ ⠞⠓⠊⠝⠅ ⠛⠗⠑⠑⠝ ⠍⠕⠕⠝
wish red see blue hate think,⠺⠊⠎⠓ ⠗⠑⠙ ⠎⠑⠑ ⠃⠇⠥⠑ ⠓⠁⠞⠑ ⠞⠓⠊⠝⠅
world walk sad red today,⠺⠕⠗⠇⠙ ⠺⠁⠇⠅ ⠎⠁⠙ ⠗⠑⠙ ⠞⠕⠙⠁⠽
open stand touch dream,⠕⠏⠑⠝ ⠎⠞⠁⠝⠙ ⠞⠕⠥⠉⠓ ⠙⠗⠑⠁⠍
red write write yellow touch run,⠗⠑⠙ ⠺⠗⠊⠞⠑ ⠺⠗⠊⠞⠑ ⠽⠑⠇⠇⠕⠺ ⠞⠕⠥⠉⠓ ⠗⠥⠝
red yellow dark yellow bright yellow hate,⠗⠑⠙ ⠽⠑⠇⠇⠕⠺ ⠙⠁⠗⠅ ⠽⠑⠇⠇⠕⠺ ⠃⠗⠊⠛⠓⠞ ⠽⠑⠇⠇⠕⠺ ⠓⠁⠞⠑
dark slow sad write hold walk open white,⠙⠁⠗⠅ ⠎⠇⠕⠺ ⠎⠁⠙ ⠺⠗⠊⠞⠑ ⠓⠕⠇⠙ ⠺⠁⠇⠅ ⠕⠏⠑⠝ ⠺⠓⠊⠞⠑
hello are yellow run read hate,⠓⠑⠇⠇⠕ ⠁⠗⠑ ⠽⠑⠇⠇⠕⠺ ⠗⠥⠝ ⠗⠑⠁⠙ ⠓⠁⠞⠑
smile today jump blue are,⠎⠍⠊⠇⠑ ⠞⠕⠙⠁⠽ ⠚⠥⠍⠏ ⠃⠇⠥⠑ ⠁⠗⠑
come slow open laugh give run open,⠉⠕⠍⠑ ⠎⠇⠕⠺ ⠕⠏⠑⠝ ⠇⠁⠥⠛⠓ ⠛⠊⠧⠑ ⠗⠥⠝ ⠕⠏⠑⠝
morning happy smile laugh night stand,⠍⠕⠗⠝⠊⠝⠛ ⠓⠁⠏⠏⠽ ⠎⠍⠊⠇⠑ ⠇⠁⠥⠛⠓ ⠝⠊⠛⠓⠞ ⠎⠞⠁⠝⠙
today walk you dark dark open come are,⠞⠕⠙⠁⠽ ⠺⠁⠇⠅ ⠽⠕⠥ ⠙⠁⠗⠅ ⠙⠁⠗⠅ ⠕⠏⠑⠝ ⠉⠕⠍⠑ ⠁⠗⠑
think red close walk,⠞⠓⠊⠝⠅ ⠗⠑⠙ ⠉⠇⠕⠎⠑ ⠺⠁⠇⠅
hold you dream morning think black world,⠓⠕⠇⠙ ⠽⠕⠥ ⠙⠗⠑⠁⠍ ⠍⠕⠗⠝⠊⠝⠛ ⠞⠓⠊⠝⠅ ⠃⠇⠁⠉⠅ ⠺⠕⠗⠇⠙
write good laugh black,⠺⠗⠊⠞⠑ ⠛⠕⠕⠙ ⠇⠁⠥⠛⠓ ⠃⠇⠁⠉⠅
sun moon black you see,⠎⠥⠝ ⠍⠕⠕⠝ ⠃⠇⠁⠉⠅ ⠽⠕⠥ ⠎⠑⠑
good are love feel slow go,⠛⠕⠕⠙ ⠁⠗⠑ ⠇⠕⠧⠑ ⠋⠑⠑⠇ ⠎⠇⠕⠺ ⠛⠕
